tmdb_id,success,outer_fold,probability_success,threshold,prediction,title,release_year,budget,revenue,revenue_to_budget,error_type,distance_to_target_boundary
9297,0,1,0.6179645657539368,0.56,1,Monster House,2006,75000000.0,140175006.0,1.86900008,false_positive,0.13099992000000005
9316,1,2,0.4911366403102875,0.54,0,Ong-Bak,2003,1100000.0,20112926.0,18.28447818181818,false_negative,16.28447818181818
9334,1,4,0.8588449954986572,0.51,1,The Scorpion King,2002,60000000.0,165333180.0,2.755553,correct,0.7555529999999999
9335,1,3,0.6755184531211853,0.53,1,Transporter 2,2005,32000000.0,89100000.0,2.784375,correct,0.7843749999999998
9339,1,1,0.6749454736709595,0.56,1,Click,2006,82500000.0,240685326.0,2.9173978909090907,correct,0.9173978909090907
9341,0,4,0.4746831357479095,0.51,0,The Core,2003,60000000.0,74208267.0,1.23680445,correct,0.7631955500000001
9352,0,2,0.7003672122955322,0.54,1,EuroTrip,2004,25000000.0,22605153.0,0.90420612,false_positive,1.09579388
9353,1,2,0.5606604814529419,0.54,1,Nacho Libre,2006,35000000.0,99255460.0,2.835870285714286,correct,0.8358702857142859
9358,1,3,0.9232607483863832,0.53,1,Final Destination 2,2003,26000000.0,90941129.0,3.497735730769231,correct,1.497735730769231
9373,1,2,0.8844070434570312,0.54,1,The Texas Chainsaw Massacre,2003,9500000.0,107385515.0,11.303738421052632,correct,9.303738421052632
9378,0,1,0.5682196021080017,0.56,1,Thir13en Ghosts,2001,42000000.0,68467960.0,1.630189523809524,false_positive,0.3698104761904759
9383,1,2,0.6190631985664368,0.54,1,Hollow Man,2000,95000000.0,190213455.0,2.002246894736842,correct,0.00224689473684192
9392,1,2,0.8360748291015625,0.54,1,The Descent,2005,3500000.0,57130027.0,16.322864857142857,correct,14.322864857142857
9397,0,5,0.4722626209259033,0.57,0,Evolution,2001,80000000.0,98376292.0,1.22970365,correct,0.77029635
9398,1,2,0.9418457746505736,0.54,1,Zoolander,2001,28000000.0,60780981.0,2.170749321428572,correct,0.17074932142857202
9408,0,4,0.9215053915977478,0.51,1,Surf's Up,2007,85000000.0,149000000.0,1.7529411764705882,false_positive,0.24705882352941178
9428,1,1,0.7373982071876526,0.56,1,The Royal Tenenbaums,2001,21000000.0,71441250.0,3.4019642857142856,correct,1.4019642857142856
9470,1,3,0.4963900148868561,0.53,0,Kung Fu Hustle,2004,20000000.0,102034104.0,5.1017052,false_negative,3.1017051999999996
9471,1,3,0.7289534211158752,0.53,1,Charlie's Angels: Full Throttle,2003,120000000.0,259175788.0,2.159798233333333,correct,0.15979823333333298
9472,1,1,0.8850330710411072,0.56,1,DodgeBall: A True Underdog Story,2004,20000000.0,168423227.0,8.42116135,correct,6.42116135
9476,0,5,0.3570427596569061,0.57,0,A Knight's Tale,2001,65000000.0,117487473.0,1.8074995846153843,correct,0.1925004153846157
9477,0,2,0.1257962733507156,0.54,0,King Arthur,2004,120000000.0,203567857.0,1.6963988083333332,correct,0.30360119166666677
9480,1,4,0.4501467943191528,0.51,0,Daredevil,2003,78000000.0,179179718.0,2.297175871794872,false_negative,0.29717587179487204
9486,1,1,0.9189389944076538,0.56,1,Johnny English,2003,40000000.0,160466000.0,4.01165,correct,2.0116500000000004
9488,1,3,0.5242756605148315,0.53,0,Spy Kids 2: The Island of Lost Dreams,2002,38000000.0,119723358.0,3.1506146842105265,false_negative,1.1506146842105265
9502,1,5,0.8331238031387329,0.57,1,Kung Fu Panda,2008,130000000.0,632091832.0,4.8622448615384615,correct,2.8622448615384615
9509,0,2,0.5342785120010376,0.54,0,Man on Fire,2004,70000000.0,130300000.0,1.8614285714285717,correct,0.13857142857142835
9517,0,2,0.2590727806091308,0.54,0,Bully,2001,2100000.0,480811.0,0.228957619047619,correct,1.771042380952381
9522,1,1,0.7164108157157898,0.56,1,Wedding Crashers,2005,40000000.0,288500000.0,7.2125,correct,5.2125
9530,0,5,0.1095789521932601,0.57,0,RV,2006,50000000.0,87528173.0,1.75056346,correct,0.24943654000000004
9532,1,1,0.9536296725273132,0.56,1,Final Destination,2000,23000000.0,112880294.0,4.907838869565217,correct,2.907838869565217
9539,0,2,0.3089928030967712,0.54,0,Martyrs,2008,6500000.0,1100000.0,0.1692307692307692,correct,1.8307692307692307
9543,0,1,0.251762330532074,0.56,0,Prince of Persia: The Sands of Time,2010,200000000.0,336365676.0,1.68182838,correct,0.31817162
9550,1,4,0.5734214186668396,0.51,1,House of Flying Daggers,2004,15000000.0,92863945.0,6.190929666666666,correct,4.190929666666666
9562,0,4,0.1550456583499908,0.51,0,Timeline,2003,80000000.0,43935763.0,0.5491970375,correct,1.4508029625
9567,0,2,0.7445316314697266,0.54,1,Tears of the Sun,2003,75000000.0,86500000.0,1.153333333333333,false_positive,0.8466666666666669
9600,1,2,0.710671603679657,0.54,1,Big Momma's House,2000,30000000.0,173959438.0,5.798647933333333,correct,3.798647933333333
9637,1,5,0.908531129360199,0.57,1,Scooby-Doo,2002,84000000.0,275650703.0,3.281555988095238,correct,1.281555988095238
9645,1,3,0.3676072657108307,0.53,0,Ghost Ship,2002,35000000.0,71142361.0,2.032638885714286,false_negative,0.03263888571428586
9654,1,3,0.5590379238128662,0.53,1,The Italian Job,2003,60000000.0,176070171.0,2.93450285,correct,0.9345028499999999
9655,1,3,0.7871348857879639,0.53,1,She's the Man,2006,20000000.0,57194667.0,2.85973335,correct,0.85973335
9678,0,4,0.6441401839256287,0.51,1,Little Nicky,2000,85000000.0,58292295.0,0.6857917058823529,false_positive,1.314208294117647
9679,1,4,0.3828351199626922,0.51,0,Gone in Sixty Seconds,2000,90000000.0,237200000.0,2.6355555555555554,false_negative,0.6355555555555554
9681,0,5,0.5061287879943848,0.57,0,Casanova,2005,20000000.0,37700000.0,1.885,correct,0.11499999999999999
9693,0,1,0.4731437563896179,0.56,0,Children of Men,2006,76000000.0,70595464.0,0.9288876842105264,correct,1.0711123157894735
9696,0,5,0.5514796376228333,0.57,0,Ichi the Killer,2001,1400010.0,80631.0,0.0575931600488567,correct,1.9424068399511434
9705,0,5,0.2330703139305114,0.57,0,Swordfish,2001,102000000.0,147080413.0,1.4419648333333333,correct,0.5580351666666667
9738,1,4,0.9504429697990416,0.51,1,Fantastic Four,2005,100000000.0,333535934.0,3.33535934,correct,1.3353593400000001
9741,1,1,0.6139061450958252,0.56,1,Unbreakable,2000,75000000.0,248118121.0,3.308241613333333,correct,1.3082416133333332
9757,1,2,0.8392639756202698,0.54,1,Norbit,2007,10000000.0,159814490.0,15.981449,correct,13.981449
9760,1,4,0.6160519123077393,0.51,1,Epic Movie,2007,20000000.0,87238158.0,4.3619079,correct,2.3619079000000003
9762,1,1,0.7715849876403809,0.56,1,Step Up,2006,12000000.0,114197742.0,9.5164785,correct,7.5164785
9763,1,1,0.8356723785400391,0.56,1,Goal!,2005,10000000.0,27610873.0,2.7610873,correct,0.7610872999999998
9778,1,1,0.7852886915206909,0.56,1,Serendipity,2001,28000000.0,77516304.0,2.7684394285714284,correct,0.7684394285714284
9788,0,5,0.3969697058200836,0.57,0,Accepted,2006,23000000.0,38505009.0,1.6741308260869563,correct,0.3258691739130437
9792,1,3,0.8664188385009766,0.53,1,The Hills Have Eyes,2006,15000000.0,69623713.0,4.641580866666667,correct,2.6415808666666667
9793,1,1,0.3280869126319885,0.56,0,The Hills Have Eyes 2,2007,15000000.0,37697773.0,2.5131848666666667,false_negative,0.5131848666666667
9806,1,2,0.9155675172805786,0.54,1,The Incredibles,2004,92000000.0,631442092.0,6.863501,correct,4.863501
9828,0,1,0.1519691795110702,0.56,0,Unknown,2006,3700000.0,3419456.0,0.9241772972972973,correct,1.0758227027027027
9833,1,4,0.6978697180747986,0.51,1,The Phantom of the Opera,2004,70000000.0,154674241.0,2.2096320142857144,correct,0.20963201428571443
9836,1,5,0.962503969669342,0.57,1,Happy Feet,2006,100000000.0,384335608.0,3.84335608,correct,1.84335608
9870,1,4,0.7294037938117981,0.51,1,Forgetting Sarah Marshall,2008,30000000.0,105173115.0,3.5057705,correct,1.5057705000000001
9880,1,5,0.9384739995002748,0.57,1,The Princess Diaries,2001,37000000.0,165335153.0,4.468517648648649,correct,2.468517648648649
9885,1,4,0.2174415290355682,0.51,0,Wolf Creek,2005,1000000.0,30894796.0,30.894796,false_negative,28.894796
9889,1,5,0.8527542352676392,0.57,1,Shallow Hal,2001,40000000.0,141069860.0,3.5267465,correct,1.5267464999999998
9896,0,1,0.5608332753181458,0.56,1,Rat Race,2001,48000000.0,85498534.0,1.7812194583333334,false_positive,0.2187805416666666
9900,0,3,0.267915278673172,0.53,0,Grandma's Boy,2006,5000000.0,6538177.0,1.3076354,correct,0.6923646000000001
9902,1,5,0.7841105461120605,0.57,1,Wrong Turn,2003,12600000.0,28650575.0,2.2738551587301585,correct,0.27385515873015853
9906,0,3,0.5173234939575195,0.53,0,The Ant Bully,2006,50000000.0,55200000.0,1.104,correct,0.8959999999999999
9907,1,4,0.5206977128982544,0.51,1,Barnyard,2006,51000000.0,116755080.0,2.289315294117647,correct,0.2893152941176469
9913,1,5,0.6970369219779968,0.57,1,The Skeleton Key,2005,43000000.0,93983911.0,2.185672348837209,correct,0.18567234883720918
9919,1,2,0.7981507182121277,0.54,1,How to Lose a Guy in 10 Days,2003,50000000.0,177500000.0,3.55,correct,1.5499999999999998
9928,1,4,0.9581416845321656,0.51,1,Robots,2005,75000000.0,262511490.0,3.5001532,correct,1.5001532000000002
9947,0,4,0.4957460463047027,0.51,0,Elektra,2005,43000000.0,56681566.0,1.318175953488372,correct,0.6818240465116281
9968,0,5,0.124204896390438,0.57,0,The Big White,2005,14000000.0,541840.0,0.0387028571428571,correct,1.9612971428571429
9982,1,4,0.3648973703384399,0.51,0,Chicken Little,2005,150000000.0,314400000.0,2.096,false_negative,0.09600000000000009
9986,0,2,0.2291823923587799,0.54,0,Charlotte's Web,2006,85000000.0,148964660.0,1.7525254117647058,correct,0.24747458823529422
9992,0,3,0.4100541174411773,0.53,0,Arthur and the Invisibles,2006,86000000.0,108605609.0,1.262855918604651,correct,0.7371440813953489
10009,0,1,0.6295600533485413,0.56,1,Brother Bear,2003,128000000.0,250397798.0,1.956232796875,false_positive,0.04376720312500004
10022,1,2,0.518450140953064,0.54,0,The Pacifier,2005,56000000.0,198636868.0,3.5470869285714284,false_negative,1.5470869285714284
10024,1,5,0.7062417268753052,0.57,1,My Sister's Keeper,2009,30000000.0,95714875.0,3.1904958333333333,correct,1.1904958333333333
10028,1,2,0.5928725004196167,0.54,1,Honey,2003,18000000.0,62646763.0,3.480375722222222,correct,1.480375722222222
10030,1,3,0.3250522911548614,0.53,0,Good Luck Chuck,2007,25000000.0,59768495.0,2.3907398,false_negative,0.39073979999999997
10045,0,3,0.455146312713623,0.53,0,District B13,2004,12000000.0,11169386.0,0.9307821666666668,correct,1.069217833333333
10048,0,4,0.6435148119926453,0.51,1,Stealth,2005,135000000.0,76932943.0,0.5698736518518519,false_positive,1.430126348148148
10052,0,1,0.4183569252490997,0.56,0,Dragonfly,2002,60000000.0,52322400.0,0.87204,correct,1.1279599999999999
10054,1,1,0.773444414138794,0.56,1,Spy Kids,2001,35000000.0,147934180.0,4.226690857142857,correct,2.2266908571428567
10066,0,3,0.6456319689750671,0.53,1,House of Wax,2005,40000000.0,68766121.0,1.719153025,false_positive,0.280846975
10096,1,2,0.8047035336494446,0.54,1,13 Going on 30,2004,37000000.0,96458118.0,2.6069761621621623,correct,0.6069761621621623
10138,1,5,0.918018102645874,0.57,1,Iron Man 2,2010,200000000.0,623933331.0,3.119666655,correct,1.119666655
10140,1,4,0.8503921031951904,0.51,1,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000.0,415686217.0,2.6818465612903224,correct,0.6818465612903224
10159,0,5,0.1207988187670707,0.57,0,The Rundown,2003,85000000.0,80900000.0,0.951764705882353,correct,1.0482352941176472
10184,1,4,0.9126457571983336,0.51,1,He's Just Not That Into You,2009,40000000.0,178866158.0,4.47165395,correct,2.4716539500000003
10189,1,2,0.4204677045345306,0.54,0,Pineapple Express,2008,27000000.0,101624843.0,3.763883074074074,false_negative,1.7638830740740739
10191,1,5,0.9490816593170166,0.57,1,How to Train Your Dragon,2010,165000000.0,495141736.0,3.000859006060606,correct,1.000859006060606
10192,1,2,0.9151601791381836,0.54,1,Shrek Forever After,2010,165000000.0,752600867.0,4.561217375757575,correct,2.5612173757575754
10193,1,1,0.924278974533081,0.56,1,Toy Story 3,2010,200000000.0,1067316101.0,5.336580505,correct,3.3365805049999997
10195,1,5,0.9521873593330384,0.57,1,Thor,2011,150000000.0,449326618.0,2.995510786666667,correct,0.9955107866666668
10196,1,2,0.3618375062942505,0.54,0,The Last Airbender,2010,150000000.0,319713881.0,2.1314258733333333,false_negative,0.13142587333333333
10198,1,1,0.3423812091350555,0.56,0,The Princess and the Frog,2009,105000000.0,270997378.0,2.580927409523809,false_negative,0.5809274095238091
10200,1,5,0.5454766750335693,0.57,0,The Day the Earth Stood Still,2008,80000000.0,233093859.0,2.9136732375,false_negative,0.9136732374999998
10201,1,1,0.7287136912345886,0.56,1,Yes Man,2008,70000000.0,223200000.0,3.1885714285714286,correct,1.1885714285714286
10202,1,4,0.4270828664302826,0.51,0,Bedtime Stories,2008,80000000.0,212874864.0,2.6609358,false_negative,0.6609357999999999
10204,0,1,0.2343408614397049,0.56,0,Around the World in 80 Days,2004,110000000.0,72178895.0,0.6561717727272727,correct,1.3438282272727273
10226,1,3,0.1126651614904403,0.53,0,High Tension,2003,2500000.0,6291958.0,2.5167832,false_negative,0.5167831999999999
10229,1,5,0.9259774088859558,0.57,1,A Walk to Remember,2002,11800000.0,47494916.0,4.024992881355932,correct,2.0249928813559324
10315,0,4,0.6028253436088562,0.51,1,Fantastic Mr. Fox,2009,40000000.0,46471023.0,1.161775575,false_positive,0.8382244249999999
10327,1,4,0.89650958776474,0.51,1,"Legally Blonde 2: Red, White & Blonde",2003,45000000.0,124914842.0,2.7758853777777777,correct,0.7758853777777777
10330,1,2,0.8739147186279297,0.54,1,Freaky Friday,2003,26000000.0,160846332.0,6.186397384615384,correct,4.186397384615384
10358,0,3,0.7500237822532654,0.53,1,Zack and Miri Make a Porno,2008,24000000.0,42105111.0,1.754379625,false_positive,0.2456203749999999
10393,0,2,0.3012461960315704,0.54,0,The Replacements,2000,50000000.0,50054511.0,1.00109022,correct,0.99890978
10431,0,4,0.3504655063152313,0.51,0,War,2007,25000000.0,40452643.0,1.61810572,correct,0.38189428000000003
10483,0,5,0.2688479125499725,0.57,0,Death Race,2008,45000000.0,76000000.0,1.6888888888888889,correct,0.3111111111111111
10501,0,1,0.4940908253192901,0.56,0,The Road to El Dorado,2000,95000000.0,76400000.0,0.8042105263157895,correct,1.1957894736842105
10527,1,5,0.949046552181244,0.57,1,Madagascar: Escape 2 Africa,2008,150000000.0,603900354.0,4.02600236,correct,2.0260023599999997
10528,1,5,0.7886576652526855,0.57,1,Sherlock Holmes,2009,90000000.0,524028679.0,5.822540877777778,correct,3.8225408777777776
10555,1,1,0.590535044670105,0.56,1,Shark Tale,2004,75000000.0,367300000.0,4.897333333333333,correct,2.897333333333333
10559,1,5,0.7442532777786255,0.57,1,Frequency,2000,31000000.0,68106245.0,2.1969756451612903,correct,0.1969756451612903
10567,1,3,0.3658932745456695,0.53,0,Dinosaur,2000,127500000.0,354248063.0,2.7784161803921568,false_negative,0.7784161803921568
10588,0,1,0.4001719951629638,0.56,0,The Cat in the Hat,2003,109000000.0,133800000.0,1.2275229357798163,correct,0.7724770642201837
10590,0,5,0.3896443545818329,0.57,0,We Were Soldiers,2002,75000000.0,114660784.0,1.528810453333333,correct,0.4711895466666669
10591,0,4,0.7158747315406799,0.51,1,The Girl Next Door,2004,21000000.0,31635150.0,1.5064357142857143,false_positive,0.4935642857142857
10601,0,3,0.3033018410205841,0.53,0,Peter Pan,2003,100000000.0,121975011.0,1.21975011,correct,0.7802498899999999
10623,1,4,0.426555335521698,0.51,0,Cradle 2 the Grave,2003,25000000.0,56500000.0,2.26,false_negative,0.2599999999999998
10625,1,4,0.966770887374878,0.51,1,Mean Girls,2004,17000000.0,130195052.0,7.658532470588235,correct,5.658532470588235
10637,1,4,0.7444332242012024,0.51,1,Remember the Titans,2000,30000000.0,136700000.0,4.556666666666667,correct,2.5566666666666666
10647,0,1,0.9315077066421508,0.56,1,Pay It Forward,2000,40000000.0,55707411.0,1.392685275,false_positive,0.6073147249999999
10661,1,4,0.531548261642456,0.51,1,You Don't Mess with the Zohan,2008,90000000.0,204313400.0,2.270148888888889,correct,0.270148888888889
10664,1,3,0.8070895671844482,0.53,1,[REC]²,2009,5600000.0,18469680.0,3.298157142857143,correct,1.2981571428571428
10681,1,3,0.7141211032867432,0.53,1,WALL·E,2008,180000000.0,521311860.0,2.896177,correct,0.8961769999999998
10708,1,4,0.5870149731636047,0.51,1,Daddy Day Care,2003,60000000.0,164433867.0,2.74056445,correct,0.7405644499999999
10719,1,3,0.6249870657920837,0.53,1,Elf,2003,32000000.0,228500000.0,7.140625,correct,5.140625
10764,1,2,0.7048861384391785,0.54,1,Quantum of Solace,2008,200000000.0,589593688.0,2.94796844,correct,0.9479684399999999
10771,0,1,0.2012410163879394,0.56,0,The Tuxedo,2002,60000000.0,104400000.0,1.74,correct,0.26
10775,0,5,0.5590639710426331,0.57,0,Infernal Affairs,2002,6400000.0,8836958.0,1.3807746875,correct,0.6192253125
10781,1,3,0.8689841628074646,0.53,1,The Texas Chainsaw Massacre: The Beginning,2006,16000000.0,50517763.0,3.1573601875,correct,1.1573601875000001
10796,0,4,0.3157384693622589,0.51,0,The One,2001,49000000.0,72689126.0,1.4834515510204085,correct,0.5165484489795915
10865,0,4,0.9227882027626038,0.51,1,Atlantis: The Lost Empire,2001,120000000.0,186053725.0,1.5504477083333332,false_positive,0.44955229166666677
10866,0,4,0.2805186808109283,0.51,0,Joy Ride,2001,23000000.0,36642838.0,1.5931668695652177,correct,0.4068331304347823
10947,0,4,0.7409266233444214,0.51,1,High School Musical,2006,4200000.0,3746.0,0.0008919047619047,false_positive,1.9991080952380953
10950,1,5,0.7661980390548706,0.57,1,I Am Sam,2001,22000000.0,92542418.0,4.206473545454545,correct,2.2064735454545454
10982,1,3,0.6939882040023804,0.53,1,Hoodwinked!,2005,8000000.0,110000000.0,13.75,correct,11.75
11007,1,4,0.8873789310455322,0.51,1,Cheaper by the Dozen,2003,40000000.0,190212113.0,4.755302825,correct,2.7553028250000002
11013,1,5,0.6273654699325562,0.57,1,Secretary,2002,4000000.0,9300000.0,2.325,correct,0.3250000000000002
11023,1,2,0.5873299837112427,0.54,1,Thirteen,2003,2000000.0,10128960.0,5.06448,correct,3.0644799999999996
11036,1,3,0.925774335861206,0.53,1,The Notebook,2004,29000000.0,115600000.0,3.986206896551724,correct,1.986206896551724
11090,1,2,0.7843036651611328,0.54,1,The Animal,2001,22000000.0,84772742.0,3.8533064545454554,correct,1.8533064545454554
11130,1,2,0.8942375183105469,0.54,1,The Princess Diaries 2: Royal Engagement,2004,40000000.0,134734481.0,3.368362025,correct,1.3683620250000001
11237,1,3,0.9218173623085022,0.53,1,Anacondas: The Hunt for the Blood Orchid,2004,20000000.0,70992898.0,3.5496449,correct,1.5496449
11247,1,1,0.6577998995780945,0.56,1,A Cinderella Story,2004,19000000.0,70067909.0,3.687784684210526,correct,1.6877846842105262
11249,1,5,0.6281918883323669,0.57,1,Seed of Chucky,2004,12000000.0,24829644.0,2.069137,correct,0.069137
11253,0,5,0.7997578978538513,0.57,1,Hellboy II: The Golden Army,2008,85000000.0,160388063.0,1.886918388235294,false_positive,0.11308161176470599
11283,1,5,0.4519312083721161,0.57,0,Nanny McPhee,2005,25000000.0,123276807.0,4.93107228,false_negative,2.9310722800000004
11322,1,1,0.7136644721031189,0.56,1,Public Enemies,2009,100000000.0,214104620.0,2.1410462,correct,0.1410461999999999
11324,1,2,0.5409115552902222,0.54,1,Shutter Island,2010,80000000.0,294804195.0,3.6850524375,correct,1.6850524375
11351,1,2,0.848275363445282,0.54,1,Jeepers Creepers 2,2003,17000000.0,63102666.0,3.711921529411765,correct,1.711921529411765
11362,1,3,0.439840167760849,0.53,0,The Count of Monte Cristo,2002,35000000.0,75395048.0,2.1541442285714285,false_negative,0.1541442285714285
11371,0,1,0.2395635992288589,0.56,0,The Score,2001,68000000.0,113579918.0,1.6702929117647058,correct,0.32970708823529415
11397,1,2,0.6507750749588013,0.54,1,Not Another Teen Movie,2001,16000000.0,66468332.0,4.15427075,correct,2.1542707500000002
11423,1,1,0.7637178301811218,0.56,1,Memories of Murder,2003,2800000.0,26000000.0,9.285714285714286,correct,7.2857142857142865
11451,1,4,0.8816178441047668,0.51,1,Herbie Fully Loaded,2005,50000000.0,144100000.0,2.882,correct,0.8820000000000001
11459,1,5,0.3113269209861755,0.57,0,Sky High,2005,35000000.0,86369815.0,2.467709,false_negative,0.46770900000000015
11470,0,4,0.6562842726707458,0.51,1,Jason X,2001,11000000.0,17077882.0,1.5525347272727272,false_positive,0.44746527272727277
11529,1,2,0.7448356747627258,0.54,1,Sweet Home Alabama,2002,30000000.0,180622424.0,6.020747466666666,correct,4.020747466666666
11544,1,5,0.8789241909980774,0.57,1,Lilo & Stitch,2002,80000000.0,273144151.0,3.4143018875,correct,1.4143018875000002
11565,1,1,0.6690364480018616,0.56,1,Big Momma's House 2,2006,40000000.0,141522961.0,3.538074025,correct,1.5380740249999998
11619,0,2,0.2637934386730194,0.54,0,Flushed Away,2006,149000000.0,178120010.0,1.1954363087248323,correct,0.8045636912751677
11631,1,1,0.9573959708213806,0.56,1,Mamma Mia!,2008,52000000.0,609841637.0,11.72772378846154,correct,9.72772378846154
11635,1,4,0.6026951670646667,0.51,1,Old School,2003,24000000.0,87100000.0,3.629166666666667,correct,1.6291666666666669
11636,0,2,0.7823964953422546,0.54,1,New Police Story,2004,20000000.0,8712057.0,0.43560285,false_positive,1.56439715
11638,1,2,0.6098953485488892,0.54,1,Guess Who,2005,35000000.0,103100000.0,2.9457142857142857,correct,0.9457142857142857
11647,1,4,0.5122939944267273,0.51,1,Infernal Affairs II,2003,125000.0,3208262.0,25.666096,correct,23.666096
11653,0,3,0.3895865082740783,0.53,0,The Myth,2005,15000000.0,6669097.0,0.4446064666666666,correct,1.5553935333333335
11665,1,5,0.5417015552520752,0.57,0,Get Smart,2008,80000000.0,230685453.0,2.8835681625,false_negative,0.8835681625
11678,1,3,0.2051182985305786,0.53,0,Vertical Limit,2000,75000000.0,215663859.0,2.87551812,false_negative,0.8755181200000002
11679,0,4,0.8728817105293274,0.51,1,xXx: State of the Union,2005,60000000.0,71410636.0,1.1901772666666666,false_positive,0.8098227333333334
11683,1,5,0.7461957335472107,0.57,1,Land of the Dead,2005,15000000.0,47074133.0,3.138275533333333,correct,1.1382755333333332
11688,0,2,0.4367538392543793,0.54,0,The Emperor's New Groove,2000,100000000.0,169327687.0,1.69327687,correct,0.30672312999999995
11770,1,1,0.7054812908172607,0.56,1,Shaolin Soccer,2001,10000005.0,42776760.0,4.27767386116307,correct,2.27767386116307
11774,0,5,0.3330616652965545,0.57,0,Lemony Snicket's A Series of Unfortunate Events,2004,140000000.0,209073645.0,1.4933831785714289,correct,0.5066168214285711
11823,0,4,0.4978567957878113,0.51,0,Wimbledon,2004,31000000.0,41512007.0,1.339097,correct,0.660903
11836,1,4,0.9461200833320618,0.51,1,The SpongeBob SquarePants Movie,2004,30000000.0,141067890.0,4.702263,correct,2.7022630000000003
11838,0,5,0.875356137752533,0.57,1,Ju-on: The Grudge,2002,3500000.0,3657876.0,1.0451074285714286,false_positive,0.9548925714285714
11852,0,5,0.8376352787017822,0.57,1,The Hot Chick,2002,34000000.0,54639553.0,1.6070456764705885,false_positive,0.3929543235294115
11918,1,2,0.5720071196556091,0.54,1,Superhero Movie,2008,35000000.0,71571300.0,2.0448942857142858,correct,0.044894285714285775
11968,0,4,0.7227000594139099,0.51,1,Into the Blue,2005,50000000.0,46117696.0,0.92235392,false_positive,1.07764608
11978,1,4,0.6548742651939392,0.51,1,Men of Honor,2000,32000000.0,82300000.0,2.571875,correct,0.5718749999999999
11979,0,2,0.6810362935066223,0.54,1,Queen of the Damned,2002,35000000.0,45479110.0,1.2994031428571429,false_positive,0.7005968571428571
12090,1,3,0.75590980052948,0.53,1,Just Married,2003,18000000.0,101564935.0,5.642496388888889,correct,3.6424963888888886
12093,0,2,0.5474528074264526,0.54,1,Lilya 4-ever,2002,2700000.0,1007747.0,0.3732396296296296,false_positive,1.6267603703703704
12096,1,3,0.9110819101333618,0.53,1,The Pink Panther,2006,65000000.0,158851357.0,2.4438670307692307,correct,0.44386703076923073
12133,0,4,0.269083172082901,0.51,0,Step Brothers,2008,65000000.0,128100000.0,1.9707692307692308,correct,0.02923076923076917
12153,1,4,0.8846717476844788,0.51,1,White Chicks,2004,37000000.0,113100000.0,3.056756756756757,correct,1.0567567567567568
12155,1,1,0.8792850375175476,0.56,1,Alice in Wonderland,2010,200000000.0,1025467110.0,5.12733555,correct,3.1273355499999997
12162,1,1,0.8708667159080505,0.56,1,The Hurt Locker,2008,15000000.0,49259766.0,3.2839844,correct,1.2839844
12163,1,3,0.8519468903541565,0.53,1,The Wrestler,2008,6000000.0,44734660.0,7.455776666666667,correct,5.455776666666667
12184,1,1,0.7520161271095276,0.56,1,The Other Boleyn Girl,2008,35000000.0,78269970.0,2.236284857142857,correct,0.23628485714285707
12222,1,3,0.513321578502655,0.53,0,Horton Hears a Who!,2008,85000000.0,298572799.0,3.5126211647058825,false_negative,1.5126211647058825
12228,0,3,0.274027556180954,0.53,0,Inside Deep Throat,2005,2000000.0,653621.0,0.3268105,correct,1.6731894999999999
12244,0,3,0.3412609100341797,0.53,0,9,2009,30000000.0,48428063.0,1.6142687666666666,correct,0.38573123333333337
12279,1,2,0.6300323009490967,0.54,1,Spy Kids 3-D: Game Over,2003,38000000.0,197101678.0,5.186886263157895,correct,3.186886263157895
12405,1,2,0.9268621802330016,0.54,1,Slumdog Millionaire,2008,15000000.0,378400000.0,25.226666666666667,correct,23.226666666666667
12429,1,4,0.4449833035469055,0.51,0,Ponyo,2008,34000000.0,202404009.0,5.953059088235294,false_negative,3.9530590882352943
12437,1,5,0.9002590179443359,0.57,1,Underworld: Rise of the Lycans,2009,35000000.0,92158961.0,2.633113171428572,correct,0.633113171428572
12444,1,2,0.9313767552375792,0.54,1,Harry Potter and the Deathly Hallows: Part 1,2010,250000000.0,954305868.0,3.817223472,correct,1.8172234719999998
12445,1,4,0.9635998606681824,0.51,1,Harry Potter and the Deathly Hallows: Part 2,2011,125000000.0,1341511219.0,10.732089752,correct,8.732089752
12609,0,3,0.1601410955190658,0.53,0,Help! I'm a Fish,2000,18000000.0,5600000.0,0.3111111111111111,correct,1.6888888888888889
12610,0,5,0.1669011116027832,0.57,0,Osmosis Jones,2001,75000000.0,13596911.0,0.1812921466666666,correct,1.8187078533333334
12779,0,2,0.1340149492025375,0.54,0,Swept Away,2002,10000000.0,598645.0,0.0598645,correct,1.9401355
13027,1,2,0.3154417872428894,0.54,0,Eagle Eye,2008,80000000.0,178800000.0,2.235,false_negative,0.23499999999999988
13053,1,2,0.2629228234291076,0.54,0,Bolt,2008,150000000.0,309979994.0,2.0665332933333334,false_negative,0.06653329333333335
13161,0,2,0.5085399150848389,0.54,0,Big Stan,2007,7500000.0,8742330.0,1.165644,correct,0.8343560000000001
13179,0,5,0.2549965977668762,0.57,0,Tinker Bell,2008,48000000.0,9208064.0,0.1918346666666666,correct,1.8081653333333334
13183,0,1,0.5352504253387451,0.56,0,Watchmen,2009,130000000.0,185258983.0,1.4250691,correct,0.5749309
